,_id,Name,ID,Date,Time,A,B,C,D,E,F,G,H,I,J
0,6576bfc9b42bbe8d2faca1fa,TREND3_D231207.CSV,1701910860,07.12.23,01:01:00,"76605,7","56854,0","67,6",,,,,,,
1,6576bfc9b42bbe8d2faca1fb,TREND3_D231207.CSV,1701914460,07.12.23,02:01:00,"76630,8","56883,7","67,6",,,,,,,
2,6576bfc9b42bbe8d2faca1fc,TREND3_D231207.CSV,1701918060,07.12.23,03:01:00,"76651,3","56908,5","67,6",,,,,,,
3,6576bfc9b42bbe8d2faca1fd,TREND3_D231207.CSV,1701921660,07.12.23,04:01:00,"76671,6","56933,1","67,6",,,,,,,
4,6576bfc9b42bbe8d2faca1fe,TREND3_D231207.CSV,1701925260,07.12.23,05:01:00,"76696,0","56961,8","67,6",,,,,,,
5,6576bfc9b42bbe8d2faca1ff,TREND3_D231207.CSV,1701928860,07.12.23,06:01:00,"76710,8","56980,7","67,6",,,,,,,
6,6576bfc9b42bbe8d2faca200,TREND3_D231207.CSV,1701932460,07.12.23,07:01:00,"76737,1","57011,5","67,6",,,,,,,
7,6576bfc9b42bbe8d2faca201,TREND3_D231207.CSV,1701936060,07.12.23,08:01:00,"76751,8","57029,7","67,6",,,,,,,
8,6576bfc9b42bbe8d2faca202,TREND3_D231207.CSV,1701939660,07.12.23,09:01:00,"76776,7","57059,2","67,6",,,,,,,
9,6576bfc9b42bbe8d2faca203,TREND3_D231207.CSV,1701943260,07.12.23,10:01:00,"76798,9","57085,8","67,6",,,,,,,
10,6576bfc9b42bbe8d2faca204,TREND3_D231207.CSV,1701946860,07.12.23,11:01:00,"76815,8","57106,8","67,6",,,,,,,
11,6576bfc9b42bbe8d2faca205,TREND3_D231207.CSV,1701950460,07.12.23,12:01:00,"76842,0","57136,9","67,6",,,,,,,
12,6576bfc9b42bbe8d2faca206,TREND3_D231207.CSV,,,,,,,,,,,,,
13,6576fc8db42bbe8d2fbba038,TREND3_D231207.CSV,1701910860,07.12.23,01:01:00,"76605,7","56854,0","67,6",,,,,,,
14,6576fc8db42bbe8d2fbba039,TREND3_D231207.CSV,1701914460,07.12.23,02:01:00,"76630,8","56883,7","67,6",,,,,,,
15,6576fc8db42bbe8d2fbba03a,TREND3_D231207.CSV,1701918060,07.12.23,03:01:00,"76651,3","56908,5","67,6",,,,,,,
16,6576fc8db42bbe8d2fbba03b,TREND3_D231207.CSV,1701921660,07.12.23,04:01:00,"76671,6","56933,1","67,6",,,,,,,
17,6576fc8db42bbe8d2fbba03c,TREND3_D231207.CSV,1701925260,07.12.23,05:01:00,"76696,0","56961,8","67,6",,,,,,,
18,6576fc8db42bbe8d2fbba03d,TREND3_D231207.CSV,1701928860,07.12.23,06:01:00,"76710,8","56980,7","67,6",,,,,,,
19,6576fc8db42bbe8d2fbba03e,TREND3_D231207.CSV,1701932460,07.12.23,07:01:00,"76737,1","57011,5","67,6",,,,,,,
20,6576fc8db42bbe8d2fbba03f,TREND3_D231207.CSV,1701936060,07.12.23,08:01:00,"76751,8","57029,7","67,6",,,,,,,
21,6576fc8db42bbe8d2fbba040,TREND3_D231207.CSV,1701939660,07.12.23,09:01:00,"76776,7","57059,2","67,6",,,,,,,
22,6576fc8db42bbe8d2fbba041,TREND3_D231207.CSV,1701943260,07.12.23,10:01:00,"76798,9","57085,8","67,6",,,,,,,
23,6576fc8db42bbe8d2fbba042,TREND3_D231207.CSV,1701946860,07.12.23,11:01:00,"76815,8","57106,8","67,6",,,,,,,
24,6576fc8db42bbe8d2fbba043,TREND3_D231207.CSV,1701950460,07.12.23,12:01:00,"76842,0","57136,9","67,6",,,,,,,
25,6576fc8db42bbe8d2fbba044,TREND3_D231207.CSV,1701954060,07.12.23,13:01:00,"76849,3","57145,9","67,6",,,,,,,
26,6576fc8db42bbe8d2fbba045,TREND3_D231207.CSV,1701957660,07.12.23,14:01:00,"76871,4","57171,9","67,6",,,,,,,
27,6576fc8db42bbe8d2fbba046,TREND3_D231207.CSV,1701961260,07.12.23,15:01:00,"76898,0","57202,9","67,6",,,,,,,
28,6576fc8db42bbe8d2fbba047,TREND3_D231207.CSV,1701964860,07.12.23,16:01:00,"76922,4","57230,9","67,6",,,,,,,
29,6576fc8db42bbe8d2fbba048,TREND3_D231207.CSV,1701968460,07.12.23,17:01:00,"76932,4","57242,7","67,6",,,,,,,
30,6576fc8db42bbe8d2fbba049,TREND3_D231207.CSV,1701972060,07.12.23,18:01:00,"76959,1","57273,7","67,6",,,,,,,
31,6576fc8db42bbe8d2fbba04a,TREND3_D231207.CSV,1701975660,07.12.23,19:01:00,"76977,3","57294,5","67,6",,,,,,,
32,6576fc8db42bbe8d2fbba04b,TREND3_D231207.CSV,1701979260,07.12.23,20:01:00,"76995,0","57314,8","67,6",,,,,,,
33,6576fc8db42bbe8d2fbba04c,TREND3_D231207.CSV,1701982860,07.12.23,21:01:00,"77021,4","57345,2","67,6",,,,,,,
34,6576fc8db42bbe8d2fbba04d,TREND3_D231207.CSV,1701986460,07.12.23,22:01:00,"77032,8","57358,6","67,6",,,,,,,
35,6576fc8db42bbe8d2fbba04e,TREND3_D231207.CSV,1701990060,07.12.23,23:01:00,"77059,5","57389,1","67,6",,,,,,,
36,6576fc8db42bbe8d2fbba04f,TREND3_D231207.CSV,,,,,,,,,,,,,
37,6576fcc6b42bbe8d2fc3a0a5,TREND3_D231208.CSV,1701997260,08.12.23,01:01:00,"77096,0","57431,0","67,6",,,,,,,
38,6576fcc6b42bbe8d2fc3a0a6,TREND3_D231208.CSV,1702000860,08.12.23,02:01:00,"77122,8","57461,9","67,6",,,,,,,
39,6576fcc6b42bbe8d2fc3a0a7,TREND3_D231208.CSV,1702004460,08.12.23,03:01:00,"77139,0","57480,6","67,6",,,,,,,
40,6576fcc6b42bbe8d2fc3a0a8,TREND3_D231208.CSV,1702008060,08.12.23,04:01:00,"77159,3","57503,6","67,6",,,,,,,
41,6576fcc6b42bbe8d2fc3a0a9,TREND3_D231208.CSV,1702011660,08.12.23,05:01:00,"77184,4","57532,2","67,6",,,,,,,
42,6576fcc6b42bbe8d2fc3a0aa,TREND3_D231208.CSV,1702015260,08.12.23,06:01:00,"77194,4","57543,9","67,6",,,,,,,
43,6576fcc6b42bbe8d2fc3a0ab,TREND3_D231208.CSV,1702018860,08.12.23,07:01:00,"77221,3","57574,5","67,6",,,,,,,
44,6576fcc6b42bbe8d2fc3a0ac,TREND3_D231208.CSV,1702022460,08.12.23,08:01:00,"77234,3","57589,5","67,6",,,,,,,
45,6576fcc6b42bbe8d2fc3a0ad,TREND3_D231208.CSV,1702026060,08.12.23,09:01:00,"77255,9","57614,2","67,6",,,,,,,
46,6576fcc6b42bbe8d2fc3a0ae,TREND3_D231208.CSV,1702029660,08.12.23,10:01:00,"77282,7","57644,6","67,6",,,,,,,
47,6576fcc6b42bbe8d2fc3a0af,TREND3_D231208.CSV,1702033260,08.12.23,11:01:00,"77301,7","57666,7","67,6",,,,,,,
48,6576fcc6b42bbe8d2fc3a0b0,TREND3_D231208.CSV,1702036860,08.12.23,12:01:00,"77322,0","57689,2","67,6",,,,,,,
49,6576fcc6b42bbe8d2fc3a0b1,TREND3_D231208.CSV,1702040460,08.12.23,13:01:00,"77348,2","57719,0","67,6",,,,,,,
50,6576fcc6b42bbe8d2fc3a0b2,TREND3_D231208.CSV,1702044060,08.12.23,14:01:00,"77357,0","57729,4","67,6",,,,,,,
51,6576fcc6b42bbe8d2fc3a0b3,TREND3_D231208.CSV,1702047660,08.12.23,15:01:00,"77384,0","57760,2","67,6",,,,,,,
52,6576fcc6b42bbe8d2fc3a0b4,TREND3_D231208.CSV,1702051260,08.12.23,16:01:00,"77398,3","57777,0","67,6",,,,,,,
53,6576fcc6b42bbe8d2fc3a0b5,TREND3_D231208.CSV,1702054860,08.12.23,17:01:00,"77416,9","57798,2","67,6",,,,,,,
54,6576fcc6b42bbe8d2fc3a0b6,TREND3_D231208.CSV,1702058460,08.12.23,18:01:00,"77442,4","57827,1","67,7",,,,,,,
55,6576fcc6b42bbe8d2fc3a0b7,TREND3_D231208.CSV,1702062060,08.12.23,19:01:00,"77449,5","57835,7","67,7",,,,,,,
56,6576fcc6b42bbe8d2fc3a0b8,TREND3_D231208.CSV,1702065660,08.12.23,20:01:00,"77476,8","57866,8","67,7",,,,,,,
57,6576fcc6b42bbe8d2fc3a0b9,TREND3_D231208.CSV,1702069260,08.12.23,21:01:00,"77490,2","57882,2","67,7",,,,,,,
58,6576fcc6b42bbe8d2fc3a0ba,TREND3_D231208.CSV,1702072860,08.12.23,22:01:00,"77508,0","57902,5","67,7",,,,,,,
59,6576fcc6b42bbe8d2fc3a0bb,TREND3_D231208.CSV,1702076460,08.12.23,23:01:00,"77533,1","57930,6","67,7",,,,,,,
60,6576fcc6b42bbe8d2fc3a0bc,TREND3_D231208.CSV,,,,,,,,,,,,,
61,6576fd034a235ae04600769a,TREND3_D231210.CSV,1702170060,10.12.23,01:01:00,"77898,2","58362,3","67,7",,,,,,,
62,6576fd034a235ae04600769b,TREND3_D231210.CSV,1702173660,10.12.23,02:01:00,"77899,3","58364,3","67,7",,,,,,,
63,6576fd034a235ae04600769c,TREND3_D231210.CSV,1702177260,10.12.23,03:01:00,"77921,0","58389,4","67,7",,,,,,,
64,6576fd034a235ae04600769d,TREND3_D231210.CSV,1702180860,10.12.23,04:01:00,"77923,2","58392,6","67,7",,,,,,,
